MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,RemodAge,TotalBath,TotalPorchSF,HasGarage,HasBasement,HasFireplace,HasPool,QualityIndex,SalePrice
190,RM,33.0,4456,Pave,nan,4,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,BrkTil,3,3,1,1,0,1,0,736,736,GasA,4,1,SBrkr,736,716,0,1452,0,0,2,0,2,3,3,8,Typ,0,0,nan,1980.0,0,0,0,0,0,N,0,0,102,0,0,0,0,nan,nan,0,6,2009,New,Partial,2188,89,1,2.0,102,0,1,0,0,4.5,113000
20,RL,66.0,7742,Pave,nan,4,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,1,4,763,1,0,192,955,GasA,5,1,SBrkr,955,0,0,955,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1966.0,1,1,386,3,3,Y,0,0,0,0,0,0,0,MnPrv,nan,0,1,2007,WD,Normal,1910,41,41,2.0,0,1,1,0,0,6.0,127000
60,RL,69.0,13869,Pave,nan,2,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,3,6,182,1,0,612,794,GasA,4,1,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,Typ,0,0,Attchd,1997.0,3,2,388,3,3,Y,0,75,0,0,0,0,0,nan,nan,0,7,2007,WD,Normal,2264,10,10,2.5,75,1,1,0,0,6.0,177000
50,RM,52.0,6240,Pave,nan,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,PConc,3,3,1,1,0,1,0,816,816,GasA,3,1,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,Typ,1,4,Detchd,1985.0,1,2,528,3,3,Y,112,0,0,0,0,0,0,MnPrv,Shed,400,9,2006,WD,Normal,1632,72,56,1.0,0,1,1,1,0,6.0,114500
90,RM,110.0,8472,Grvl,nan,2,Bnk,AllPub,Corner,2,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,2,3,CBlock,4,3,4,2,104,6,712,0,816,GasA,3,0,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,0,CarPort,1963.0,1,2,516,3,3,Y,106,0,0,0,0,0,0,nan,nan,0,5,2010,WD,Normal,1632,47,47,2.0,0,1,1,0,0,5.0,110000
20,RL,68.0,50271,Pave,nan,3,Low,AllPub,Inside,3,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,BrkFace,0.0,4,3,CBlock,5,3,4,6,1810,1,0,32,1842,GasA,4,1,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,Typ,1,4,Attchd,1981.0,3,3,894,3,3,Y,857,72,0,0,0,0,0,nan,nan,0,11,2006,WD,Normal,3684,25,19,2.5,72,1,1,1,0,7.0,385000
80,RL,60.0,7134,Pave,nan,4,Bnk,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,CBlock,3,3,1,5,384,1,0,0,384,GasA,3,1,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,3,Detchd,1962.0,1,2,572,3,3,Y,0,50,0,0,0,0,0,MnPrv,nan,0,2,2007,WD,Normal,1744,52,52,1.0,50,1,1,1,0,5.0,130000
20,RL,100.0,10175,Pave,nan,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,4,490,1,0,935,1425,GasA,4,1,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,4,Attchd,1964.0,2,2,576,3,3,Y,0,0,0,407,0,0,0,nan,nan,0,7,2008,WD,Normal,2850,44,44,2.0,407,1,1,1,0,5.5,180500
160,FV,24.0,2645,Pave,Pave,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649,1,0,321,970,GasA,5,1,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1999.0,3,2,480,3,3,Y,115,0,0,0,0,0,0,nan,nan,0,8,2009,WD,Abnorml,2709,10,9,3.5,0,1,1,0,0,6.5,172500
60,RL,89.0,11645,Pave,nan,3,Lvl,AllPub,Corner,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,1,1,0,1,0,860,860,GasA,5,1,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,2,2,565,3,3,Y,0,70,0,0,0,0,0,nan,nan,0,8,2006,WD,Normal,2580,2,2,2.5,70,1,1,0,0,6.0,196500
60,RL,66.0,13682,Pave,nan,2,HLS,AllPub,CulDSac,3,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0,1,0,1410,1410,GasA,5,1,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,Typ,1,4,BuiltIn,2006.0,3,3,641,3,3,Y,192,0,37,0,0,0,0,nan,nan,0,10,2006,New,Partial,4355,0,0,3.5,37,1,1,1,0,7.5,438780
20,RL,60.0,7200,Pave,nan,4,Bnk,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,3,5,632,1,0,148,780,GasA,5,1,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1973.0,1,1,352,3,3,Y,196,0,0,0,0,0,0,MnPrv,nan,0,1,2008,WD,Normal,1560,36,36,1.0,0,1,1,0,0,6.0,124900
20,RL,63.0,13072,Pave,nan,4,Lvl,AllPub,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,1,5,941,1,0,217,1158,GasA,5,1,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,Typ,0,0,Detchd,2006.0,1,2,576,3,3,Y,0,50,0,0,0,0,0,nan,nan,0,5,2006,New,Partial,2316,2,2,2.5,50,1,1,0,0,5.5,158000
75,RM,60.0,7200,Pave,nan,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,BrkTil,3,2,1,1,0,1,0,530,530,GasA,3,0,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,1,1,288,3,3,N,0,0,144,0,0,0,0,nan,nan,0,3,2007,WD,Normal,1641,87,11,1.0,144,1,1,0,0,6.0,101000
120,RL,44.0,6442,Pave,nan,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,6,24,1,0,1346,1370,GasA,5,1,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,2,2,484,3,3,Y,120,49,0,0,0,0,0,nan,nan,0,10,2007,WD,Normal,2740,1,1,2.0,49,1,1,1,0,6.5,202500
70,RM,50.0,10300,Pave,nan,3,Bnk,AllPub,Inside,3,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0.0,3,3,BrkTil,3,3,1,1,0,1,0,576,576,GasA,4,1,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,0,Detchd,1990.0,1,2,480,3,3,Y,12,11,64,0,0,0,0,GdPrv,nan,0,4,2010,WD,Normal,2286,89,60,2.0,75,1,1,0,0,6.5,140000
60,RL,69.0,9375,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739,1,0,318,1057,GasA,5,1,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,2,2,645,3,3,Y,576,36,0,0,0,0,0,GdPrv,nan,0,2,2009,WD,Normal,3091,12,11,3.5,36,1,1,0,0,6.0,219500
60,RL,76.0,9591,Pave,nan,4,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0,1,0,1143,1143,GasA,5,1,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,2,3,852,3,3,Y,192,151,0,0,0,0,0,nan,nan,0,10,2007,WD,Normal,3616,3,2,2.5,151,1,1,1,0,6.5,317000
20,RL,69.0,19900,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,6,912,1,0,1035,1947,GasA,3,1,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,4,Attchd,1970.0,2,2,576,3,3,Y,301,0,0,0,0,0,0,nan,nan,0,7,2010,WD,Normal,4154,40,21,3.0,0,1,1,1,0,6.0,180000
20,RL,72.0,10665,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013,1,0,440,1453,GasA,5,1,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,2,2,558,3,3,Y,144,29,0,0,0,0,0,nan,nan,0,6,2007,WD,Normal,2932,4,4,3.0,29,1,1,0,0,6.0,226000
30,RM,47.0,4608,Pave,nan,4,Lvl,AllPub,Corner,3,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,4,CBlock,3,3,1,1,0,1,0,747,747,GasA,3,1,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,1,1,220,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,6,2010,WD,Normal,1494,65,60,1.0,0,1,1,0,0,5.0,80000
50,RL,81.0,15593,Pave,nan,4,Lvl,AllPub,Corner,3,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,BrkFace,0.0,4,3,CBlock,3,3,1,4,603,1,0,701,1304,GasW,3,1,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,1953.0,3,2,667,3,3,Y,0,21,114,0,0,0,0,nan,nan,0,7,2006,WD,Normal,3591,53,53,2.0,135,1,1,1,0,5.5,225000
20,RL,95.0,13651,Pave,nan,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,5,1880,1,0,343,2223,GasA,5,1,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,3,2,516,3,3,Y,300,0,0,0,0,0,0,nan,nan,0,2,2007,WD,Normal,4446,34,34,3.0,0,1,1,1,0,6.5,244000
20,RL,69.0,7599,Pave,nan,4,Lvl,AllPub,Corner,3,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,BrkFace,0.0,3,3,CBlock,3,3,1,5,565,1,0,280,845,GasA,3,1,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,0,Detchd,1987.0,1,2,360,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,6,2007,WD,Normal,1690,25,1,2.0,0,1,1,0,0,5.0,129500
60,RL,74.0,10141,Pave,nan,3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,1,0,1,0,832,832,GasA,4,1,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,3,2,427,3,3,Y,0,94,0,0,291,0,0,nan,nan,0,12,2009,WD,Normal,2550,11,11,2.5,385,1,1,1,0,6.0,185000
20,RL,85.0,10200,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320,4,362,404,1086,GasA,4,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1989.0,1,2,490,3,3,Y,0,0,0,0,0,0,0,GdWo,nan,0,5,2010,WD,Normal,2172,56,7,2.0,0,1,1,0,0,6.0,144900
50,RM,60.0,5790,Pave,nan,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,4,CBlock,2,3,1,1,0,1,0,840,840,GasA,4,0,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,0,Detchd,1915.0,1,1,379,3,3,Y,0,0,202,0,0,0,0,nan,nan,0,5,2010,WD,Normal,2445,95,60,2.0,202,1,1,0,0,4.5,107400
180,RM,21.0,1596,Pave,nan,4,Lvl,AllPub,Inside,3,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,BrkFace,0.0,3,3,CBlock,4,3,4,6,462,1,0,0,462,GasA,3,1,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,0,BuiltIn,1973.0,1,1,297,3,3,Y,120,101,0,0,0,0,0,GdWo,nan,0,11,2009,WD,Normal,1450,36,36,2.0,101,1,1,0,0,4.5,91000
20,RL,69.0,8475,Pave,nan,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,CBlock,3,3,1,5,228,1,0,724,952,GasA,5,1,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,1,1,283,3,3,Y,0,0,0,0,0,0,0,nan,nan,0,4,2008,WD,Normal,1904,52,52,1.0,0,1,1,0,0,5.5,135750
50,RM,50.0,8635,Pave,nan,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,CBlock,3,3,1,4,336,6,41,295,672,GasA,3,1,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,0,Detchd,1948.0,1,1,240,3,3,Y,0,0,0,0,0,0,0,MnPrv,nan,0,1,2008,WD,Normal,1957,60,7,2.0,0,1,1,0,0,5.0,127000
90,RL,72.0,10778,Pave,nan,4,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,0.0,3,3,CBlock,3,3,1,1,0,1,0,1768,1768,GasA,3,0,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,0,nan,1980.0,0,0,0,0,0,Y,0,0,0,0,0,0,0,nan,nan,0,4,2010,WD,Normal,3536,42,42,2.0,0,0,1,0,0,4.5,136500
50,RM,60.0,10440,Pave,Grvl,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,PConc,3,3,1,1,0,1,0,440,440,GasA,4,1,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,0,Detchd,1966.0,1,2,440,3,3,Y,74,0,128,0,0,0,0,MnPrv,nan,0,5,2009,WD,Normal,1670,99,28,1.5,128,1,1,0,0,5.5,110000
60,RL,100.0,13000,Pave,nan,4,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448,1,0,448,896,GasA,3,1,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,3,1,509,3,3,Y,0,72,0,0,252,0,0,nan,nan,0,6,2009,WD,Normal,3038,41,41,2.5,324,1,1,1,0,6.0,193500
120,RM,32.0,4500,Pave,nan,4,Lvl,AllPub,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,6,1201,1,0,36,1237,GasA,5,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,0,Attchd,1998.0,3,2,405,3,3,Y,0,199,0,0,0,0,0,nan,nan,0,3,2006,WD,Normal,2574,8,8,3.0,199,1,1,0,0,5.5,153500
20,RL,78.0,10206,Pave,nan,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,1,6,33,1,0,1530,1563,GasA,5,1,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,Typ,1,4,Attchd,2007.0,2,3,758,3,3,Y,144,99,0,0,0,0,0,nan,nan,0,10,2008,WD,Normal,3126,1,1,2.0,99,1,1,1,0,6.5,245000
20,RL,80.0,8892,Pave,nan,3,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,1,0,1,0,1065,1065,GasA,4,1,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,0,Detchd,1974.0,1,2,461,3,3,Y,74,0,0,0,0,0,0,nan,nan,0,7,2007,COD,Normal,2130,47,47,1.5,0,1,1,0,0,5.0,126500
80,RL,69.0,8530,Pave,nan,3,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,1,1,0,1,0,384,384,GasA,4,1,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,3,BuiltIn,1995.0,3,2,400,3,3,Y,120,72,0,0,0,0,0,nan,Shed,700,5,2009,WD,Normal,1858,14,13,2.5,72,1,1,1,0,6.0,168500
60,RL,121.0,16059,Pave,nan,4,Lvl,AllPub,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,1,0,1,0,1288,1288,GasA,5,1,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,1991.0,1,2,462,3,3,Y,127,82,0,0,0,0,0,nan,nan,0,4,2006,WD,Normal,3705,15,14,2.5,82,1,1,1,0,6.5,260000
60,RL,122.0,11911,Pave,nan,2,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,4,3,PConc,4,3,3,1,0,1,0,684,684,GasA,5,1,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,Typ,1,4,BuiltIn,2005.0,3,2,400,3,3,Y,100,38,0,0,0,0,0,nan,nan,0,3,2009,WD,Normal,2244,4,4,2.5,38,1,1,1,0,5.5,174000
160,FV,40.0,3951,Pave,Pave,4,Lvl,AllPub,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,1,0,1,0,612,612,GasA,5,1,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,Typ,0,0,Detchd,2009.0,2,2,528,3,3,Y,0,234,0,0,0,0,0,nan,nan,0,6,2009,New,Partial,1836,0,0,2.5,234,1,1,0,0,5.5,164500
50,C (all),105.0,8470,Pave,nan,3,Lvl,AllPub,Corner,3,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,BrkFace,0.0,2,2,CBlock,3,2,1,1,0,1,0,1013,1013,GasA,3,0,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,Typ,0,0,nan,1980.0,0,0,0,0,0,N,0,0,156,0,0,0,0,MnPrv,nan,0,10,2009,ConLD,Abnorml,2026,94,27,1.0,156,0,1,0,0,2.5,85000
20,RL,60.0,8070,Pave,nan,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,3,PConc,4,3,1,6,588,1,0,402,990,GasA,5,1,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,0,nan,1980.0,0,0,0,0,0,Y,0,0,0,0,0,0,0,nan,nan,0,8,2007,WD,Normal,1980,13,12,2.0,0,0,1,0,0,4.5,123600
20,RL,60.0,7200,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,1,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,0,Detchd,1950.0,1,2,420,3,3,Y,0,29,0,0,0,0,0,nan,nan,0,7,2006,WD,Normal,1040,56,56,1.0,29,1,0,0,0,4.5,109900
20,RL,85.0,8500,Pave,nan,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,1,3,600,1,0,635,1235,GasA,3,1,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,0,Attchd,1961.0,1,2,480,3,3,Y,0,0,0,0,0,0,0,GdWo,nan,0,12,2006,WD,Abnorml,2470,45,45,1.0,0,1,1,0,0,4.0,98600
30,RL,80.0,13360,Pave,Grvl,3,HLS,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,4,BrkTil,4,3,1,5,713,1,0,163,876,GasA,5,1,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,0,Detchd,1921.0,1,2,432,3,3,Y,0,0,44,0,0,0,0,nan,nan,0,8,2009,WD,Normal,1840,88,3,2.0,44,1,1,0,0,6.0,163500
190,C (all),60.0,7200,Pave,nan,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,0.0,3,3,BrkTil,3,2,2,3,1046,1,0,168,1214,GasW,5,0,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,4,Detchd,1900.0,1,2,506,3,3,Y,0,0,0,0,99,0,0,nan,nan,0,11,2007,WD,Normal,3505,97,9,2.5,99,1,1,1,0,6.0,133900
60,RL,69.0,9337,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,3,4,PConc,4,3,1,6,648,1,0,176,824,GasA,5,1,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,Typ,0,0,Attchd,1997.0,2,2,684,3,3,Y,0,162,0,0,0,0,0,nan,nan,0,5,2007,WD,Normal,2610,10,10,3.5,162,1,1,0,0,5.5,204750
60,RL,69.0,9765,Pave,nan,2,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,1,5,310,1,0,370,680,GasA,4,1,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,3,BuiltIn,1993.0,3,2,420,3,3,Y,232,63,0,0,0,0,0,nan,Shed,480,4,2009,WD,Normal,2150,16,16,2.5,63,1,1,1,0,7.0,185000
20,RL,78.0,10264,Pave,nan,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,3,5,1162,1,0,426,1588,GasA,5,1,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,Typ,0,0,Attchd,1999.0,2,2,472,3,3,Y,158,29,0,0,0,0,0,nan,nan,0,8,2006,WD,Normal,3176,7,7,2.0,29,1,1,0,0,6.0,214000
20,RL,73.0,10921,Pave,nan,4,HLS,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,1,3,520,1,0,440,960,GasA,3,1,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Attchd,1965.0,3,1,432,3,3,P,120,0,0,0,0,0,0,nan,nan,0,5,2007,WD,Normal,1920,42,42,2.0,0,1,1,0,0,4.5,94750
30,RL,85.0,10625,Pave,nan,4,Lvl,AllPub,Corner,3,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,3,3,BrkTil,3,3,1,5,108,1,0,350,458,GasA,2,0,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,0,Basment,1920.0,1,1,366,2,3,Y,0,0,77,0,0,0,0,nan,Shed,400,5,2010,COD,Abnorml,1293,90,60,1.0,77,1,1,0,0,5.0,83000
